title,id,stage,creation,activity,components,assignee,status,message_count
Inconsistent calls to __eq__ from built-in __contains__,27605,3,2016-07-24.12:13:15,2019-05-30.20:41:50,['4'],12260,1,5.0
Migrate IDLE context menu items to shell extension,27603,3,2016-07-24.03:59:59,2020-06-06.23:39:26,"['6', '7', '15']",None,1,10.0
Enable py launcher to launch repository Python.,27602,2,2016-07-23.20:41:39,2018-11-08.03:42:51,['15'],None,1,8.0
"Add usage examples for TracebackException, StackSummary and FrameSummary",27597,None,2016-07-23.10:58:09,2016-07-23.10:58:09,['4'],12260,1,1.0
tarfile module next() method hides exceptions,27590,None,2016-07-22.15:11:06,2016-07-28.06:42:54,['9'],None,1,9.0
configparser: modifying default_section at runtime,27583,None,2016-07-21.12:54:13,2016-11-19.23:33:08,"['4', '9']",12260,1,5.0
Mispositioned SyntaxError caret for unknown code points,27582,3,2016-07-21.11:54:14,2016-07-24.08:30:51,[],None,1,11.0
CSV Null Byte Error,27580,None,2016-07-21.05:02:48,2020-05-30.13:25:58,['5'],None,1,15.0
inspect.findsource raises exception with empty __init__.py,27578,4,2016-07-20.12:05:58,2020-07-06.08:07:33,['9'],None,1,6.0
Support bytes-like objects when base is given to int(),27572,4,2016-07-19.08:56:16,2018-09-17.07:17:27,['8'],None,1,11.0
Crash or freeze trying to execute b'a' * 0xFFFFFFFFFFFFFFF,27547,None,2016-07-18.05:39:04,2016-07-22.20:47:35,[],None,1,3.0
Integrate tkinter and asyncio (and async),27546,2,2016-07-18.04:10:10,2018-05-14.20:00:04,[],None,1,21.0
Document the ABCs for instance/subclass checks of dict view types,27544,4,2016-07-18.01:25:15,2018-04-14.12:13:54,['4'],12260,1,3.0
Ignored ResourceWarning warnings leak memory in warnings registries,27535,6,2016-07-17.01:53:42,2018-05-23.21:26:16,['23'],2377,1,39.0
IDLE: Reduce number and time for user process imports,27534,3,2016-07-16.23:19:16,2020-07-12.09:17:16,['6'],155,1,6.0
test_venv.TestEnsurePip fails mysteriously when /tmp is too small,27526,None,2016-07-16.02:09:05,2018-09-25.14:54:10,[],None,1,1.0
Misleading compress level header on files created with gzip,27521,2,2016-07-15.17:26:50,2016-07-15.19:30:35,['5'],None,1,3.0
email.utils.getaddresses does not handle Header objects,27513,4,2016-07-14.10:50:10,2019-06-04.06:01:40,['29'],None,1,3.0
Some tests breaks PGO build on Windows,27509,None,2016-07-14.06:36:50,2016-07-14.08:41:55,['15'],None,1,6.0
Add typing.py class describing a PEP 3118 buffer object,27501,None,2016-07-12.18:07:23,2020-05-19.18:11:43,['9'],None,1,8.0
PY_SSIZE_T_CLEAN conflicts with Py_LIMITED_API,27499,None,2016-07-12.15:59:47,2020-06-10.16:48:48,['5'],None,1,6.0
unicodedata.name() doesn't have names for control characters,27496,None,2016-07-12.13:10:49,2016-07-12.17:30:10,"['9', '14']",None,1,4.0
Pretty printing sorting for set and frozenset instances,27495,4,2016-07-12.11:30:29,2020-05-24.12:15:25,['9'],15623,1,8.0
Enhance bytearray_repr with bytes_repr's logic,27492,None,2016-07-12.07:09:41,2016-08-15.16:28:03,['8'],None,1,6.0
Errors when building with UNICODE character set,27491,None,2016-07-12.05:26:59,2016-07-12.05:26:59,['15'],None,1,1.0
FTPlib hangs on some pasv responses,27486,2,2016-07-11.18:41:33,2016-07-11.18:49:00,['9'],None,1,1.0
Expose HEAD_LOCK/HEAD_UNLOCK in pystate.c,27483,None,2016-07-11.16:50:30,2016-07-11.17:52:09,[],None,1,3.0
"IDLE: Switch search dialogs to ttk widgets, and other refinement",27477,3,2016-07-10.20:19:37,2020-08-10.04:41:32,['6'],155,1,7.0
IDLE:Make help source menu entries unique and sorted.,27465,4,2016-07-08.01:58:45,2019-11-14.13:30:37,['6'],155,1,5.0
Optimize PNGs,27461,4,2016-07-07.12:29:34,2018-06-16.15:37:41,['4'],12260,1,5.0
gzip.py: Please save more of the gzip header for later examination,27451,None,2016-07-04.20:04:18,2016-07-04.21:50:28,['9'],None,1,1.0
bz2: BZ2File should expose compression level as an attribute,27450,3,2016-07-04.20:01:33,2016-09-04.08:33:02,['9'],None,1,5.0
python -m doctest script_file_with_no_py_extension produces confusing NameErrors,27447,None,2016-07-04.09:54:32,2016-07-04.17:12:00,['9'],None,1,3.0
Strange code in selectors.KqueueSelector,27436,None,2016-07-01.15:33:27,2016-07-01.19:51:55,['9'],None,1,8.0
Support unittest assertion truncation of repr in error messages,27432,3,2016-07-01.09:27:49,2019-06-03.00:12:40,['9'],None,1,6.0
xml.sax.saxutils.escape doesn't escape multiple characters safely,27429,None,2016-06-30.23:28:04,2016-07-03.14:17:00,"['4', '16']",12260,1,5.0
Docs for os.link - say what happens if link already exists,27420,None,2016-06-30.10:33:36,2016-06-30.10:33:36,['4'],12260,1,1.0
Possible different behaviour of explicit and implicit __dict__ accessing when involving builtin types' __dict__ descriptors,27411,None,2016-06-29.09:57:04,2016-09-27.10:13:50,['8'],None,1,2.0
"List socket.SO_*, SCM_*, MSG_*, IPPROTO_* symbols",27409,4,2016-06-29.02:54:56,2019-05-03.16:44:31,['4'],12260,1,1.0
Document importlib.abc.ExecutionLoader implements get_data(),27408,3,2016-06-29.02:22:03,2016-06-29.02:22:03,['4'],12260,1,1.0
Ability to trace Tcl commands executed by Tkinter,27405,2,2016-06-28.08:06:00,2018-10-17.22:53:22,['13'],15623,1,16.0
Datetime NoneType after calling Py_Finalize and Py_Initialize,27400,None,2016-06-27.13:49:18,2018-07-05.17:14:18,['8'],1427,1,15.0
configure warning for Python 3.5.2 during compilation,27398,None,2016-06-27.07:04:51,2016-09-07.04:01:08,['1'],None,1,4.0
Patch to Increase test coverage of unittest.runner.TextTestResult,27395,4,2016-06-27.01:32:11,2016-08-17.03:03:16,['12'],None,1,1.0
IDLE configdialog: reduce multiple references to Var names,27388,2,2016-06-26.02:23:35,2020-06-07.22:02:26,['6'],155,1,3.0
Thread hangs on str.encode() when locale is not set,27387,None,2016-06-25.22:03:39,2016-06-27.18:21:39,['4'],12260,1,6.0
SocketType changed in Python 3,27379,4,2016-06-24.03:19:57,2020-01-17.12:28:51,[],None,1,3.0
Add socket.fdtype(),27377,4,2016-06-23.18:33:36,2017-04-28.20:40:40,['9'],None,1,16.0
Add mock_import method to mock module,27376,4,2016-06-23.17:12:17,2016-09-01.16:55:45,['9'],9716,1,6.0
Cygwin: Makefile does not install DLL import library,27374,None,2016-06-23.15:20:38,2016-09-23.08:38:29,"['5', '7']",None,1,6.0
json.dumps to check for obj.__json__ before raising TypeError,27362,3,2016-06-21.13:09:18,2018-02-01.16:33:45,['9'],886,1,11.0
Enhancing the Windows installer,27357,None,2016-06-20.15:53:48,2016-09-10.02:01:22,"['7', '15']",None,1,3.0
Add nroot function to math,27353,None,2016-06-20.00:22:40,2016-06-25.11:36:37,['9'],None,1,9.0
Implement os.readv() / os.writev() in Windows port,27346,None,2016-06-18.09:39:52,2016-07-26.19:31:02,"['9', '15', '23']",None,1,4.0
mock.patch decorating a generator returns a regular function.,27341,2,2016-06-17.05:35:08,2019-12-13.11:13:51,['12'],None,1,6.0
Clarify that writing to locals() inside a class body is supported,27335,None,2016-06-16.17:35:01,2016-06-16.23:58:04,['4'],12260,1,2.0
pysqlite3 context manager not performing rollback when a database is locked elsewhere for non-DML statements,27334,4,2016-06-16.16:45:50,2016-06-16.17:13:01,['5'],None,1,2.0
Document behavior when CDLL is called  with None as an argument on POSIX systems,27329,3,2016-06-16.04:38:10,2016-06-16.04:48:22,"['4', '22']",12260,1,1.0
Documentation corrections for email defects,27328,4,2016-06-16.04:36:20,2016-06-20.08:49:57,['29'],None,1,2.0
./setup.py --help-commands should sort extra commands,27320,None,2016-06-14.17:45:47,2016-06-16.02:09:32,['3'],None,1,2.0
Add support for symlinks to zipfile,27318,None,2016-06-14.11:55:34,2017-06-02.12:53:28,['9'],None,1,4.0
Handling data_files: too much is removed in uninstall,27317,None,2016-06-14.11:49:30,2016-06-14.11:49:30,['3'],None,1,1.0
pydoc: prefer the pager command in favor of the specifc less command,27315,None,2016-06-14.06:27:53,2016-06-14.07:47:39,['9'],None,1,3.0
string.Formatter does not support key/attribute access on unnumbered fields,27307,4,2016-06-13.15:32:42,2020-08-07.15:32:47,['9'],None,1,5.0
[argparse] Unify options in help output,27303,None,2016-06-12.20:21:38,2016-06-13.03:56:17,['9'],None,1,4.0
csv.Sniffer guesses wrong when unquoted fields contain quotes,27302,None,2016-06-12.16:20:32,2016-06-18.20:00:27,['9'],None,1,2.0
Warn users that os.urandom() prior to 3.6 can return insecure values,27292,4,2016-06-11.10:07:53,2016-09-23.22:03:33,['4'],12260,1,20.0
unpickling an xmlrpc.client.Fault raises TypeError,27281,4,2016-06-09.15:09:16,2016-06-09.20:30:57,['9'],None,1,7.0
Fatal Python error: Segmentation fault in test_exceptions,27277,None,2016-06-09.07:28:55,2018-04-27.11:52:06,"['8', '12']",None,1,8.0
KeyError thrown by optimised collections.OrderedDict.popitem(),27275,4,2016-06-09.04:33:55,2016-10-30.15:28:13,['9'],15623,1,20.0
[ctypes] Allow from_pointer creation,27274,None,2016-06-09.03:17:38,2016-07-10.18:10:35,['22'],None,1,8.0
"subprocess.run(cmd, input='text') should pass universal_newlines=True to Popen",27273,4,2016-06-08.23:59:23,2016-06-17.09:22:51,['9'],None,1,1.0
ipaddress: Wrong behavior with ::ffff:1.2.3.4 style IPs,27269,None,2016-06-08.14:55:23,2017-05-23.00:08:58,"['4', '9']",12260,1,4.0
"Tkinter sets the HOME environment variable, breaking scripts",27263,None,2016-06-08.02:24:47,2016-06-14.01:11:29,"['4', '13', '15']",12260,1,13.0
io.BytesIO.truncate does not work as advertised,27261,3,2016-06-07.20:52:57,2018-10-12.10:55:18,"['9', '23']",None,1,5.0
Possible missing deprecation warnings?,27259,None,2016-06-07.19:55:04,2016-06-07.19:55:04,['4'],12260,1,1.0
Exception in BytesGenerator.flatten,27258,None,2016-06-07.19:52:43,2016-06-18.14:29:48,['29'],None,1,7.0
get_addresses results in traceback with an addrspec with an empty local part.,27257,4,2016-06-07.19:24:53,2020-02-28.17:16:10,['29'],None,1,6.0
email header indentation destroyed,27256,2,2016-06-07.19:14:46,2016-06-16.15:33:50,['29'],None,1,3.0
argparse fails to parse [] when using choices and nargs='*',27227,6,2016-06-05.08:59:16,2019-08-31.16:17:21,['9'],None,1,3.0
distutils: unable to compile both .opt-1.pyc and .opt2.pyc simultaneously,27226,None,2016-06-05.06:03:28,2020-10-19.22:45:55,['3'],None,1,8.0
turtle.fillcolor doesn't accept a tuple of floats,27219,4,2016-06-04.16:29:00,2016-06-05.16:18:41,['9'],22444,1,3.0
improve tracing performance with f_trace set to Py_None,27218,4,2016-06-04.16:27:47,2019-09-15.13:23:40,['9'],None,1,1.0
Adding an assertClose() method to unittest.TestCase,27198,None,2016-06-03.18:48:32,2016-06-24.16:44:00,['9'],None,1,19.0
"mock.patch interactions with ""from"" imports",27197,None,2016-06-03.17:21:05,2019-12-13.11:16:14,['9'],None,1,2.0
Eliminate 'ThemeChanged' warning when running IDLE tests,27196,3,2016-06-03.08:00:06,2020-01-07.22:42:55,"['6', '13']",155,1,7.0
configure --with-lto with clang should find the appropriate llvm-profdata tool,27189,3,2016-06-02.22:31:55,2016-06-02.22:31:55,['1'],None,1,1.0
PEP 519 support in the stdlib,27182,None,2016-06-02.17:16:29,2016-09-07.02:36:31,[],None,1,21.0
Unpickling Path objects,27175,None,2016-06-01.09:18:04,2016-06-01.09:21:42,['9'],None,1,1.0
Skip callables when displaying exception fields in cgitb,27165,4,2016-05-31.10:05:11,2018-10-04.13:15:12,['9'],None,1,3.0
Confusing exception in Path().with_name,27161,None,2016-05-31.00:22:15,2016-05-31.20:53:13,['9'],None,1,11.0
Additional assert methods for unittest,27152,4,2016-05-29.15:25:19,2016-06-22.14:03:21,['12'],None,1,10.0
"PEP446 (CLOEXEC by default) violation with fcntl.fcntl(..., fcntl.F_DUPFD)",27150,None,2016-05-29.07:34:25,2016-05-29.18:26:37,"['4', '9']",12260,1,4.0
Implement socket.sendmsg() for Windows,27149,None,2016-05-29.05:50:34,2016-06-18.09:16:04,"['9', '15']",None,1,5.0
New assert method that checks an error message for a list of strings,27132,None,2016-05-26.20:48:13,2016-05-28.18:23:45,['12'],None,1,8.0
"Wordcode, part 2",27129,4,2016-05-26.13:13:07,2018-04-13.21:08:16,['8'],None,1,22.0
Allow `install_headers` command to follow specific directory structure,27123,None,2016-05-25.14:24:35,2016-06-14.17:38:58,['3'],None,1,4.0
imghdr does not support jpg files with Lavc bytes,27121,2,2016-05-25.10:00:47,2018-09-21.11:53:34,['9'],None,1,1.0
`compile` doesn't compile into an AST object as specified,27119,None,2016-05-25.06:42:47,2019-12-01.19:25:30,['4'],12260,1,3.0
tokenize.__all__ list is incomplete,27112,4,2016-05-24.20:56:35,2016-09-09.06:29:57,['9'],None,1,9.0
Compilation of python (modules) for foreign target platform problem.,27101,None,2016-05-24.05:14:47,2016-06-06.16:09:37,['28'],None,1,9.0
Add closefd argument to os.listdir,27086,None,2016-05-22.18:15:32,2016-05-23.15:06:20,['9'],None,1,4.0
Add dir_fd and follow_symlinks kwargs to os.listdir and os.scandir,27084,None,2016-05-22.17:53:26,2016-05-22.22:25:35,['9'],None,1,5.0
Cannot capture sys.stderr output from an uncaught exception in a multiprocessing Process using a multiprocessing Queue,27081,None,2016-05-21.21:04:33,2016-07-03.04:25:20,['9'],None,1,7.0
Confusing text about __all__ in __init__.py in tutorial,27074,None,2016-05-21.07:45:05,2016-05-21.07:45:05,['4'],12260,1,1.0
webbrowser creates zombi processes in the background mode,27069,None,2016-05-20.12:23:17,2020-01-11.17:24:52,[],None,1,6.0
Improve curses tests,27067,6,2016-05-20.08:02:35,2016-05-22.23:46:04,['12'],15623,1,14.0
`inspect` doesn't have `__all__`,27062,None,2016-05-19.20:29:43,2016-05-19.20:36:37,['9'],None,1,2.0
Mark up of references in different form,27036,4,2016-05-16.08:33:48,2016-05-18.11:14:52,['4'],12260,1,9.0
Cannot set exit code in atexit callback,27035,None,2016-05-16.07:57:08,2020-05-03.20:45:40,"['5', '8']",None,1,17.0
IDLE shutdown glitch when started by import,27024,4,2016-05-15.05:25:46,2016-06-13.00:12:12,['13'],None,1,6.0
expose sendmmsg() syscall  in sockets API,27022,None,2016-05-14.17:39:02,2016-05-16.21:50:16,['9'],None,1,2.0
os.writev() does not accept generators (as buffers argument),27020,None,2016-05-14.17:30:43,2016-05-16.06:10:27,['9'],None,1,7.0
BlockingIOError not raised inside function.,27016,None,2016-05-14.02:03:38,2016-05-15.15:12:20,['23'],None,1,4.0
"subprocess.CalledProcessError's repr changes based on kwargs, and doesn't unpickle",27015,4,2016-05-13.16:59:09,2019-01-31.13:33:08,['9'],None,1,4.0
Rename the posix module to _os,27012,None,2016-05-12.19:16:46,2016-05-26.20:23:02,['9'],None,1,3.0
"email library could ""recover"" from bad mime boundary like (some?) email clients do",27010,3,2016-05-12.15:41:58,2016-09-21.13:21:01,['29'],None,1,17.0
Handle script shbang options,27004,None,2016-05-11.19:39:10,2018-12-10.13:10:48,['3'],None,1,3.0
Support different modes in posixpath.realpath(),27002,None,2016-05-11.18:54:44,2016-05-11.18:54:44,['9'],None,1,1.0
Docs for pdb should note that __future__ magic doesn't work,26997,None,2016-05-11.10:40:33,2016-05-11.10:40:33,['4'],12260,1,1.0
file.tell affect decoding,26990,None,2016-05-10.03:34:33,2016-06-21.13:21:28,['14'],None,1,2.0
The danger of PyType_FromSpec(),26979,3,2016-05-08.18:24:38,2018-10-26.14:37:17,['4'],12260,1,13.0
python v3.5.1: sys.paths not respecting DESTDIRS and DESTSHARED,26971,None,2016-05-07.13:41:21,2019-12-10.08:15:26,['7'],None,1,13.0
glob.glob incorrect results under windows when pathname exists but interpreter does not have access permissions to pathname,26968,None,2016-05-05.19:38:31,2016-05-05.21:37:46,"['9', '15']",None,1,4.0
Provide an API to help debug super().__getattribute__ results,26961,None,2016-05-05.01:43:34,2016-05-05.17:46:22,[],None,1,6.0
pickle: respect dispatch for functions again,26959,3,2016-05-05.00:13:46,2018-01-08.12:52:28,['5'],15623,1,5.0
Implement equivalent to `pip.locations.distutils_scheme` in distutils,26955,None,2016-05-04.16:17:44,2016-06-09.04:17:51,['3'],None,1,6.0
"Add Guido's rejection notice to the ""with"" FAQ",26954,None,2016-05-04.16:08:02,2016-05-04.16:08:02,['4'],12260,1,1.0
argparse help formatter crashes,26952,None,2016-05-04.15:14:47,2019-07-07.17:02:38,['9'],None,1,10.0
Unintuitive error when using generator expression in class property,26951,3,2016-05-04.14:34:32,2019-07-19.18:39:56,['4'],12260,1,5.0
IDLE restarts when one debugs code raising SystemExit,26949,2,2016-05-04.12:49:03,2019-09-20.20:57:18,['6'],None,1,9.0
Special method lookup fails on uninitialized types,26906,4,2016-05-02.13:03:48,2017-04-01.05:48:04,['8'],15623,1,25.0
"struct.pack_into(), struct.unpack_from() don't document support for negative offsets",26899,None,2016-05-01.10:09:35,2016-05-01.10:09:35,['4'],12260,1,1.0
"Clarify Popen stdin, stdout, stderr",26897,3,2016-05-01.04:32:17,2016-05-07.08:51:45,['4'],12260,1,2.0
Readline not aborting line edition on sigint,26894,None,2016-04-30.14:45:06,2016-06-30.17:19:57,['5'],None,1,3.0
inspect.getsource gets source copy on disk even when module has not been reloaded,26890,None,2016-04-30.03:33:07,2017-02-21.16:37:00,['9'],None,1,2.0
input() call blocks multiprocessing,26883,None,2016-04-29.09:54:24,2016-04-29.09:54:24,['15'],None,1,1.0
The Python process stops responding immediately after starting,26882,None,2016-04-29.08:12:01,2016-04-29.14:11:55,"['8', '15']",None,1,3.0
Allow doctest to deep copy globals,26878,None,2016-04-28.22:25:26,2016-04-29.12:18:39,['12'],None,1,6.0
Extend MSVCCompiler class to respect environment variables,26876,4,2016-04-28.18:05:19,2017-02-04.23:54:50,"['3', '15']",None,1,13.0
Default ConfigParser in python is not able to load values habing percent in them,26872,None,2016-04-27.20:51:25,2016-04-27.20:55:03,['3'],None,1,2.0
Change weird behavior of PyModule_AddObject(),26871,4,2016-04-27.17:52:51,2016-04-29.23:07:08,"['5', '8']",None,1,8.0
Unexpected call to readline's add_history in call_readline,26870,3,2016-04-27.07:52:14,2016-05-15.16:01:48,['5'],None,1,18.0
Document PyModule_AddObject's behavior on error,26868,4,2016-04-27.05:36:44,2019-09-12.12:29:12,['5'],None,1,12.0
"Inconsistent environment in Windows using ""Open With""",26866,None,2016-04-26.16:01:58,2016-04-27.17:17:27,"['7', '15']",None,1,6.0
Meta-issue: support of the android platform,26865,None,2016-04-26.15:36:51,2017-12-10.09:31:57,['28'],None,1,41.0
"unittest fails with ""Start directory is not importable"" when trying to run sourceless tests",26859,4,2016-04-26.13:42:17,2019-12-10.08:16:01,"['9', '12']",None,1,7.0
setting SO_REUSEPORT fails at API 21,26858,3,2016-04-26.13:37:22,2017-12-10.14:24:43,['30'],None,1,22.0
android does not have pwd.getpwall(),26856,None,2016-04-26.13:29:05,2017-11-25.16:33:07,"['9', '12', '28']",12652,1,6.0
android: add platform.android_ver(),26855,4,2016-04-26.13:18:31,2019-12-10.08:09:38,"['9', '28']",None,1,23.0
add the '--enable-sourceless-distribution' option to configure,26852,4,2016-04-26.12:43:31,2019-12-10.08:08:26,"['1', '28']",None,1,17.0
Add truncated SHA512/224 and SHA512/256,26834,4,2016-04-23.19:27:41,2020-08-07.07:39:42,['5'],None,1,3.0
returning ctypes._SimpleCData objects from callbacks,26833,None,2016-04-23.08:32:05,2016-04-25.20:03:07,['22'],None,1,1.0
ProactorEventLoop doesn't support stdin/stdout nor files with connect_read_pipe/connect_write_pipe,26832,None,2016-04-23.03:45:50,2018-09-11.23:03:47,"['15', '30']",None,1,6.0
Prevent uses of format string based PyObject_Call* that do not produce tuple required by docs,26820,None,2016-04-21.18:36:47,2016-04-22.00:26:44,['8'],None,1,3.0
ExtendedInterpolation drops user-defined 'vars' during _interpolate_some() recursion,26812,None,2016-04-21.04:27:19,2016-05-03.21:05:46,['9'],12704,1,3.0
inconsistent garbage collector behavior across platforms when using ctypes data-structures,26810,2,2016-04-20.16:04:28,2016-04-20.23:27:40,['22'],None,1,2.0
syslog logging handler fails with address in unix abstract namespace,26803,None,2016-04-19.07:35:16,2016-04-21.11:42:16,['9'],None,1,14.0
ctypes issue with threads after fork,26793,None,2016-04-18.04:51:59,2017-09-28.13:42:02,['8'],None,1,16.0
"docstrings of runpy.run_{module,path} are rather sparse",26792,4,2016-04-18.01:55:02,2018-02-27.04:24:25,['4'],12260,1,2.0
shutil.move fails to move symlink (Invalid cross-device link),26791,4,2016-04-17.16:58:17,2020-08-06.23:23:56,['9'],None,1,5.0
bdist_msi package duplicates everything to a bogus location when run with /passive or /q,26790,None,2016-04-17.16:12:00,2016-04-17.16:53:37,"['3', '9', '15']",None,1,1.0
asyncio: Please do not log during shutdown,26789,None,2016-04-17.15:12:07,2020-02-01.12:15:00,['30'],None,1,12.0
bdist_msi duplicates directories with names in ALL CAPS to a bogus location,26786,None,2016-04-16.22:06:30,2016-11-17.08:07:06,"['3', '9', '15']",None,1,1.0
pdb continue followed by an exception in the same frame shows incorrect frame linenumber,26779,None,2016-04-16.13:08:12,2016-06-04.06:56:50,['9'],None,1,4.0
Determining the failure of C API call is ambiguous,26776,None,2016-04-16.08:02:38,2016-04-16.09:27:24,['8'],None,1,2.0
Shelve works inconsistently when carried over to child processes,26773,None,2016-04-15.19:43:36,2016-04-23.02:19:05,"['5', '8']",None,1,4.0
python-config.sh.in INCDIR does not match python version if exec_prefix != prefix,26771,None,2016-04-15.16:00:47,2016-04-15.16:00:47,['28'],None,1,1.0
Inconsistant error messages for failed attribute modification,26767,None,2016-04-15.10:10:32,2019-12-20.17:48:28,['8'],None,1,3.0
PyBytes_FromObject accepts arbitrary iterable,26759,None,2016-04-14.18:13:43,2018-09-15.16:32:04,[],None,1,4.0
Obmalloc lock LOCK_INIT and LOCK_FINI are never used,26753,3,2016-04-14.07:55:46,2016-04-16.08:43:49,['8'],2731,1,6.0
Mock(2.0.0).assert_has_calls() raise AssertionError in two same calls,26752,None,2016-04-14.07:43:24,2019-08-01.06:00:38,['9'],None,1,8.0
struct.pack(): trailing padding bytes on x64,26746,None,2016-04-13.08:38:49,2019-04-21.07:32:27,['5'],None,1,6.0
tarfile: accessing (listing and extracting) tarball fails with UnicodeDecodeError,26740,None,2016-04-12.08:32:18,2018-11-05.08:01:21,['14'],None,1,4.0
multiprocessing sentinel resource leak,26732,6,2016-04-10.21:58:21,2017-07-31.00:12:15,['9'],None,1,13.0
subprocess on windows leaks stdout/stderr handle to child process when stdout/stderr overridden,26731,None,2016-04-10.20:21:52,2016-04-12.23:02:50,['15'],None,1,3.0
make pdb.set_trace() accept debugger commands as arguments and run them after entering the debugger,26728,None,2016-04-10.12:22:09,2016-04-10.14:58:11,"['5', '9']",None,1,1.0
Incomplete Internationalization in Argparse Module,26726,4,2016-04-09.22:53:33,2016-04-10.06:26:00,['9'],None,1,1.0
Serialize dict with non-string keys to JSON — unexpected result,26724,None,2016-04-09.20:03:30,2016-04-10.00:07:55,['9'],886,1,3.0
EINTR handling in fcntl,26716,None,2016-04-08.19:50:33,2016-04-17.15:16:04,"['5', '23']",None,1,13.0
logging.Handler.handleError should be called from logging.Handler.handle,26705,None,2016-04-06.20:03:37,2016-04-10.21:12:18,['9'],None,1,3.0
Socket state corrupts when original socket object goes out of scope in a different thread,26703,None,2016-04-06.18:07:05,2016-04-08.08:58:54,['4'],12260,1,10.0
A better assert statement,26702,None,2016-04-06.14:43:37,2016-05-06.06:45:17,[],None,1,4.0
pickle and _pickle accelerator have different behavior when unpickling an object with falsy __getstate__ return,26695,None,2016-04-05.15:01:46,2019-07-22.23:27:06,['4'],12260,1,2.0
"Exception ignored in: <module 'threading' from ...threading.py> in _shutdown, assert tlock.locked()",26693,None,2016-04-05.01:51:45,2019-10-23.00:06:56,['9'],None,1,14.0
cgroups support in multiprocessing,26692,3,2016-04-05.00:46:11,2018-01-16.20:06:33,['9'],None,1,4.0
Add `has_flag` method to `distutils.CCompiler`,26689,4,2016-04-03.00:31:21,2016-08-20.01:45:18,['3'],17248,1,17.0
email.parser stops parsing headers too soon when given a defective message.,26686,4,2016-04-01.17:46:30,2016-08-10.22:57:36,"['9', '29']",None,1,7.0
Questionable terminology for describing what locals() does,26683,None,2016-04-01.01:31:32,2016-12-12.12:13:40,['4'],12260,1,6.0
Incorporating float.is_integer into Decimal,26680,4,2016-03-31.19:34:24,2020-10-08.23:54:31,"['5', '9']",114,1,66.0
pyvenv: activate.fish breaks $PATH for bash scripts,26677,None,2016-03-31.15:49:21,2016-04-05.17:46:31,['9'],None,1,2.0
asyncio _UnixWritePipeTransport._close abandons unflushed writes,26663,None,2016-03-29.10:54:15,2016-03-29.10:54:31,['30'],None,1,1.0
test_os fails when run on Windows ramdisk,26658,None,2016-03-28.16:49:26,2016-03-31.05:47:20,"['12', '15']",None,1,7.0
Deprecate register_adapter() and register_converter() in sqlite3,26651,4,2016-03-27.16:57:46,2016-03-28.06:27:03,['5'],None,1,2.0
csv.reader Error message indicates to use deprecated,26648,4,2016-03-27.00:45:05,2016-03-27.11:34:39,['5'],None,1,5.0
Allow built-in module in package,26646,None,2016-03-26.20:20:28,2016-04-01.22:14:54,"['1', '8']",None,1,4.0
multiprocessing behavior combining daemon with non-daemon children inconsistent with threading,26633,None,2016-03-24.03:17:14,2016-03-29.06:51:02,['9'],None,1,2.0
Unable to install Python 3.5.1 on Windows 10 - Error 0x80070643: Failed to install MSI package.,26631,None,2016-03-23.22:23:18,2016-12-29.18:40:36,"['7', '15']",None,1,9.0
Need an ability to build standard DLLs with distutils,26629,None,2016-03-23.20:54:27,2016-03-25.17:34:51,"['1', '4', '5', '15', '22']",12260,1,3.0
test_dbm_gnu,26626,None,2016-03-23.16:58:02,2016-03-23.20:49:34,['12'],None,1,1.0
RLock undocumented behavior in case of multiple acquire,26608,None,2016-03-22.06:56:38,2016-07-12.00:31:52,"['4', '9']",12260,1,3.0
argparse doc introduction is inappropriately targeted,26602,4,2016-03-21.12:11:34,2017-06-04.21:10:28,['4'],12260,1,5.0
Use new madvise()'s MADV_FREE on the private heap,26601,3,2016-03-21.10:51:54,2017-08-23.14:25:57,['8'],None,1,23.0
MagickMock __str__ sometimes returns MagickMock instead of str,26600,None,2016-03-21.08:13:06,2016-08-15.08:47:02,['9'],None,1,2.0
Document how to cite Python,26597,None,2016-03-21.00:44:32,2016-03-21.02:47:57,['4'],12260,1,2.0
pyclbr module needs to be more flexible on loader support,26584,2,2016-03-17.18:20:00,2016-03-17.18:20:00,['9'],None,1,1.0
asyncio documentation links to wrong CancelledError,26582,4,2016-03-17.14:45:53,2016-06-15.08:34:18,['4'],12260,1,6.0
Support pickling slots in subclasses of common classes,26579,4,2016-03-17.08:43:06,2017-11-15.21:15:23,"['5', '9']",None,1,3.0
Bad BaseHTTPRequestHandler response when using HTTP/0.9,26578,None,2016-03-17.07:42:36,2016-10-29.11:19:59,['9'],None,1,6.0
inspect.getclosurevars returns incorrect variable when using class member with the same name as other variable,26577,None,2016-03-17.07:40:30,2016-03-17.07:50:06,['9'],None,1,1.0
turtle regression in 3.5,26571,4,2016-03-16.04:59:15,2020-04-11.13:31:54,['9'],15623,1,5.0
[ctypes] Add value attribute to non basic pointers.,26565,None,2016-03-15.02:02:09,2016-06-11.20:10:02,['22'],None,1,5.0
PC\bdist_wininst\install.c: Missing call to fclose(),26554,None,2016-03-14.10:01:41,2016-04-17.08:28:19,['15'],None,1,3.0
Failing ensure_future still creates a Task,26552,None,2016-03-13.11:46:10,2016-03-13.17:40:29,['30'],None,1,2.0
